FID,roof,road,watr,conc,Veg,dry,irr,H,W
1494.0,0.3389058562586369,0.040585432319549114,0.0,0.23105067372715696,0.3634271248243587,0.0,0.02603091287029833,13.1521192838,36.612759939
1495.0,0.4714980176472364,0.06123282909339782,0.0,0.18748032550689162,0.2705657195812788,0.0,0.009223108171195381,13.519111215,50.8165801808
1496.0,0.29128439301525066,0.34091175846653876,0.0,0.04018909674252524,0.32642321932094265,0.0,0.0011915324547426707,15.9424429474,27.4072998748
1497.0,0.4858744071756711,0.12277002828834603,0.0,0.12056734623727836,0.2695363776981926,0.0,0.0012518406005118843,12.9381853465,59.024648971
1498.0,0.4352390574736671,0.12103496730887596,0.0,0.15814607067786177,0.27550430268613035,0.0,0.010075601853464795,13.5042853413,39.377022028
1499.0,0.29673640128490697,0.23835938219789088,0.0,0.1744659963410036,0.28233438705616476,0.0,0.008103833120033817,14.7163112994,30.4207269042
1500.0,0.41000664260464426,0.0645061943449602,0.0,0.19956567585018373,0.3206445649093958,0.0,0.005276922290816019,12.1746017421,35.821557548
1501.0,0.39847591353445455,0.12355846241151884,0.0,0.09272013743565446,0.38334095918504807,0.0,0.0019045274333241203,5.56613645314,48.093773297
1502.0,0.33644347508983174,0.27114722189316814,0.0,0.1136174966959099,0.2771775057081205,0.0,0.001614300612969686,5.79961662821,51.2155900804
1503.0,0.3984392056671699,0.1873688692757326,0.0,0.10788139201796151,0.29724770642201837,0.0,0.00906282661711764,7.74572981363,51.4316631928
1504.0,0.33448922190041086,0.04950826348065687,0.0,0.24718781524673536,0.34513098392981983,0.0,0.02368371544237706,11.4638482057,32.3238308192
1505.0,0.2766426002843364,0.10475752422899302,0.0,0.36589078136760234,0.23456638697627744,0.0,0.01814270714279077,14.3805861747,31.5965043582
1506.0,0.3719487850849094,0.1687237124314086,0.0,0.1836262685347669,0.2604277503876401,0.0,0.015273483561274987,19.788433165,32.279546804
1507.0,0.3472621040096382,0.15184039134576177,0.0,0.18949210011753684,0.3053072632182494,0.0,0.006098141308813868,11.0516198683,49.9300588684
1508.0,0.48730078409708133,0.10832532523703191,0.0,0.08468650817599552,0.28817726443430347,0.0,0.031510118055587795,8.89866077711,32.0776403648
