FID,roof,road,watr,conc,Veg,dry,irr,H,W
361,0.20469672409068318,0.3145857621261594,0.0,0.3494860635674109,0.11890672971077432,0.012324720504972155,0,6.19109989138,36.3445632134
362,0.12694014719919736,0.3305060930434561,0.0,0.45950860829638646,0.0672917252126817,0.015753426248278458,0,4.59421136547,51.024983683
363,0.21681178538996254,0.32990452124756425,0.0,0.42243367466619597,0.029895463423810928,0.0009545552724663061,0,5.60187234888,73.0190801668
364,0.16163321612871762,0.3198153214456578,0.0,0.40251192560835697,0.10104137152624562,0.014998165291022002,0,3.74452802337,59.8778916914
365,0.373333054638184,0.06817115598103016,0.0,0.41265229528680053,0.12098156431587308,0.02486192977811221,0,4.51980861512,59.901645011
366,0.41070698625046453,0.06766304347826087,0.0,0.3393069490895578,0.15778985507246376,0.024533166109253067,0,6.9841913656,41.6444930508
367,0.33249801427861414,0.19136315708798024,0.0,0.35866773191135554,0.10554747848221212,0.011923618239837983,0,6.44202720848,56.1082369816
368,0.330411658828311,0.17221390001741857,0.0,0.3782244672821227,0.05075770771642571,0.068392266155722,0,7.18190835261,38.679724707
369,0.3614436284414963,0.11949952851442561,0.0,0.37318431602075464,0.09733970651764935,0.04853282050567408,0,6.44728180422,34.8895237786
370,0.33417020070882125,0.09354025092086378,0.0,0.32852424902571914,0.15247785514220552,0.0912874442023903,0,6.68662184976,36.0662230492
371,0.2564804083917253,0.22595786486191463,0.0,0.28648967524218066,0.17235412839349046,0.05871792311068893,0,6.35282543521,37.1448430486
372,0.29350421315694125,0.16940421222790997,0.0,0.30878910060479936,0.19125038322541085,0.03705209078493855,0,5.90038135284,41.5116990876
373,0.4016643209171184,0.18005601928624182,0.0,0.3029291676537395,0.07429522999958195,0.04105526214331833,0,7.37902703998,46.7162486244
374,0.3819899577780771,0.2395107087616296,0.0,0.353547059561245,0.023215090273165158,0.001737183625883107,0,4.75799881304,38.503656289
375,0.49471481361908104,0.1499432112471925,0.0,0.30892152467930034,0.04489679311938645,0.0015236573350397057,0,3.51041360826,34.9857706822
376,0.19227937504790263,0.13487519770717737,0.0,0.4505238514403302,0.20308620613571596,0.019235369668873865,0,7.27364936317,64.4890852928
377,0.7219115215250552,0.09087530889429776,0.0,0.059326285278980324,0.11734731796139053,0.010539566340276101,0,3.86642404692,70.7317123414
378,0.39800397625396,0.12661070801475302,0.0,0.2150684231551761,0.24429342524549652,0.01602346733061437,0,3.37745434314,92.2228240966
379,0.9182145254458925,0.0,0.0,0.080756536543558,0.001028938010549518,0.0,0,1.13686100878,92.2228240966
380,0.6017674040527202,0.057785519363641645,0.0,0.3178052604075945,0.021657086454160136,0.000984729721883528,0,3.26239746688,36.0661468506
381,0.2741590832021034,0.19537234462607597,0.0,0.43514686139795883,0.08610542060937144,0.00921629016449034,0,1.9373208181,60.846031189
382,0.06727861419897896,0.22420552889640402,0.0,0.514570142472906,0.1238682764355295,0.07007743799618152,0,1.49379740944,82.6073394284
383,0.4271800490232489,0.13079365668870238,0.0,0.34966203669315904,0.05433642204560648,0.03802783554928322,0,0.285972797391,111.508611984
