FID,roof,road,watr,conc,Veg,dry,irr,H,W
1222.0,0.0030682185054686758,0.0,0.0,0.022183614644762543,0.3973122312986159,0.012026673293956701,0.5654092622571961,0.446014002505,81.8409505572
1223.0,0.0,0.0,0.0,0.0805077167841507,0.5799723612546597,0.000970839962374145,0.3385490819988155,9.750552,178.099975586
1224.0,0.0,0.07416499638848309,0.0,0.01410930238499467,0.8601193310216528,0.0,0.05160637020486939,0.0,340.250793458
1225.0,0.0,0.0173360058901542,0.0,0.010830358449328647,0.9351293348724535,0.0,0.03670430078806361,0.0,423.921539306
1226.0,0.0,0.06236543155968161,0.4097244642230857,0.21376726598736945,0.22365245747811485,0.0,0.09049038075174837,0.0,563.20147705
1227.0,0.0,0.0,0.6668764660798476,0.020881622035905892,0.2278537752281859,0.034261560257333304,0.050126576398727266,0.0,563.20147705
1228.0,0.034712221860918845,0.0,0.5481767083197845,0.08242207460398569,0.24521763366934549,0.006981929669717099,0.08248943187624844,0.0,359.135406494
1229.0,0.016195827129926628,0.06173831649800368,0.22132516380477676,0.11626480978671119,0.40893476377504684,0.0,0.17554111900553487,17.294352,170.051712036
1230.0,0.14059894369631967,0.1815112791617699,0.0,0.0721906611110853,0.5762977345677005,0.0,0.029401381463124595,5.0975508183,42.9138967196
1231.0,0.36548855293382604,0.0491093113334123,0.0,0.14375604366848063,0.4138140551438054,0.0,0.027832036920475582,13.3435297913,67.1382331626
1232.0,0.2399193548387097,0.17466955304494325,0.0,0.09515122516228136,0.4492915675635499,0.0,0.040968299390515835,44.105885024,41.5286376988
1233.0,0.021746047598365854,0.04622910574808216,0.0,0.005816481288365649,0.5715338825392917,0.08716767194427735,0.26750681088161726,12.3203442783,39.4732285248
1234.0,0.09073024573791053,0.31367642960003717,0.0,0.005838598039671114,0.5057834347563526,0.0,0.08397129186602871,40.0106107124,58.2033749172
1235.0,0.18407311917868674,0.02811650756044875,0.0,0.1660581144171138,0.4784451722295775,0.0,0.14330708661417324,21.0833800742,64.3135299434
1236.0,0.2868950713648528,0.0251142952720785,0.0,0.14237055828129647,0.5334262563187631,0.0,0.012193818763009219,29.7333476297,58.3274612426
1237.0,0.18795135414949848,0.20226438278468634,0.0,0.0729658353973851,0.49207705896417486,0.0,0.044741368704255234,34.0722596148,58.3274612426
1238.0,0.0,0.0024510315918475347,0.0,0.030097089632089947,0.6696422561560119,0.0,0.2978096226200506,11.0902237483,70.2577955898
1239.0,0.0,0.04925430299091236,0.0,0.006401968407980409,0.9041422453314144,0.0,0.040201483269692785,0.0,423.921539306
1240.0,0.0,0.039146824383608704,0.0,0.014275302102531487,0.8828914566378994,0.00033425097605927384,0.06335216589990111,0.0,423.921539306
1241.0,0.0,0.0,0.0,0.017404545422892385,0.9227101695190654,0.0,0.059885285058042234,0.0,423.921539306
1242.0,0.0,0.18737379129780843,0.02102201776090095,0.07815074947659656,0.5126289939976882,0.0,0.20082444746700584,0.0,447.352508544
1243.0,0.0,0.10447508617988092,0.11880868646772752,0.006273895330617368,0.5434195712478382,0.0,0.22702276077393596,0.0,442.116742656
1244.0,0.19895458090392543,0.0765678191653978,0.0,0.10228983300528591,0.512093809187804,0.005354755449920154,0.10473920228766666,0.0,412.697482262
1245.0,0.4751327737646469,0.07774228890828397,0.0,0.19386826614176153,0.23996072496332474,0.0,0.01329594622198288,16.6410711682,47.0680195678
1246.0,0.39137347932155864,0.02046048034985179,0.0,0.13133880054130465,0.4352400472597032,0.0,0.021587192527581702,20.0588601157,38.0411915336
