FID,roof,road,watr,conc,Veg,dry,irr,H,W
730,0.40069357238523445,0.20482436695271497,0.0,0.35660715902259216,0.024453765322773453,0.013421136316684965,0,6.43614005593,33.2024570406
731,0.30563557148394793,0.052655767994299205,0.0,0.3555500363263288,0.19716956387514883,0.0889890603202752,0,9.31731142699,44.9461421486
732,0.33822556572481716,0.18371288174384137,0.0,0.22210255350855,0.20854233448385517,0.0474166645389363,0,7.25082769025,40.011882782
733,0.2671731803114293,0.09247007808945468,0.0,0.2565484646740392,0.3164038924018311,0.06740438452324578,0,10.0610100682,46.5332976682
734,0.26910811024097225,0.12279557513496953,0.0,0.32508970889290173,0.17997948184700513,0.10302712388415135,0,6.55716855057,41.2436517334
735,0.31167043486738566,0.08901155529969963,0.0,0.3298529705337536,0.1490466529556776,0.1204183863434835,0,6.7155674836,41.2433196174
736,0.28278324168363095,0.07901914314298514,0.0,0.36932315398774856,0.13750472949603884,0.1313697316895965,0,5.95232239461,31.81794397
737,0.2188889817368133,0.16460776394343704,0.0,0.21156095930475474,0.3073893020621524,0.09755299295284255,0,5.87619808419,31.8456667524
738,0.1932091973872958,0.25178381590369947,0.0,0.2506023425205075,0.2204666471688741,0.08393799701962314,0,7.49548123304,48.9682937622
739,0.2905186921853782,0.20203577107440895,0.0,0.34250861778804303,0.11345303450597152,0.05148388444619831,0,6.08574521004,45.9290448194
740,0.20217820725001334,0.2619117807494203,0.0,0.2727842474577137,0.175730537379327,0.08739522716352571,0,5.17460073353,49.4080654144
741,0.18279664734705436,0.15303500509489976,0.0,0.10852484663075092,0.5302177460349146,0.025425754892380397,0,9.86078824475,48.2064481968
742,0.18938029267567968,0.10618546649829148,0.0,0.41492952384489673,0.26441093448224634,0.025093782498885754,0,13.6440038689,63.780595059
743,0.06338521816232075,0.186339728800026,0.0,0.371323921954571,0.3361473077298027,0.042803823353279515,0,18.7877556727,52.3737917746
744,0.18130560836391577,0.010691661850079966,0.0,0.27489362887445074,0.36065440584211345,0.17245469506944008,0,18.3210871834,70.0245698964
745,0.08344436346079746,0.04989856411351534,0.0,0.27697567859911704,0.4563500721889261,0.13333132163764408,0,22.7744393245,52.4519483176
746,0.3303272561827695,0.27377354373552093,0.0,0.21919061082559183,0.07284456143771734,0.10386402781840044,0,33.9580164795,60.243237596
747,0.010293916260673991,0.3262161792046644,0.0,0.5361424390198614,0.11153173938171512,0.015815726133085135,0,7.83488743861,43.97312871
748,0.35718911841925055,0.20086215101338725,0.0,0.24352864435226088,0.14028408734792228,0.058135998867179066,0,3.93449802838,94.5189131514
749,0.2493930095122257,0.18568802313759533,0.0,0.36935893448216633,0.18108742984211285,0.014472603025899809,0,6.45144774374,45.4294804762
753,0.3633688002525393,0.10762167381575771,0.0,0.3774325478617719,0.14654708187101925,0.005029896198911853,0,10.0596780835,67.3818234212
754,0.24507366578690196,0.2695933351439309,0.0,0.2677827375770955,0.14917699055471603,0.06837327093735565,0,11.6612871336,58.4898257188
755,0.18238329460756209,0.3504492731083757,0.0,0.2508501486744644,0.19353213852142606,0.022785145088171734,0,8.87029745551,55.701393174
756,0.3598983357704895,0.05376598658403547,0.0,0.239463361418657,0.2963256969106144,0.050546619316203606,0,6.93823390316,47.1425887456
757,0.29204388237369655,0.11209225883729351,0.0,0.3536936962032369,0.159770002878446,0.08240015970732704,0,6.57419652176,41.3205936498
758,0.3167648519792581,0.07935601576535799,0.0,0.3141999637898138,0.19918387811094243,0.09049529035462771,0,7.72953973982,37.8926697446
759,0.2980225759204109,0.07667828036758408,0.0,0.35029815720509827,0.17588141490623543,0.0991195716006713,0,6.19858478412,31.5763005606
760,0.19742580922205588,0.1516474588860648,0.0,0.26764388426586816,0.2021656627554751,0.18111718487053607,0,5.66009691426,35.427314036
761,0.44754160389424985,0.06518272286432569,0.0,0.3244604667250092,0.14005232259876646,0.02276288391764878,0,6.05442240228,55.7870320214
762,0.5086935026773343,0.06751477930270937,0.0,0.30073414895123235,0.07315493722713125,0.0499026318415928,0,6.2289782887,50.2791252742
763,0.36057308399413174,0.151077550186633,0.0,0.34729057178406286,0.08168675370016157,0.05937204033501086,0,6.12421078978,42.4390563964
764,0.1067371392227592,0.15924337172648478,0.0,0.25134283180828493,0.39694433225163994,0.08573232499083114,0,6.96938105307,43.3765104468
765,0.11121427427422781,0.1371371139021905,0.0,0.19937931882910842,0.4576119326767514,0.09465736031772191,0,39.7044047546,66.3481474826
766,0.19703349504421902,0.3243587660453564,0.0,0.28112160813351594,0.14391959332420323,0.05356653745270537,0,49.8501343753,80.979375764
767,0.10419805243793452,0.1797954943766757,0.0,0.32894996460033193,0.3393052379902274,0.047751250594830486,0,5.00665632415,69.5804116274
768,0.13161767436678304,0.18661331055485406,0.0,0.3505603320210949,0.19945405927356458,0.13175462378370348,0,13.0409932999,73.2866916098
769,0.46102280323850553,0.289636410903959,0.0,0.21246193270444924,0.025579365668870237,0.011299487484216,0,26.1860678199,70.270190047
770,0.3768863818378077,0.1581670670984366,0.0,0.2747124435623339,0.15838295205264807,0.03185115544877375,0,4.5716926827,40.0584194908
771,0.34044982939906693,0.0713158322308103,0.0,0.3354989206879744,0.14655432537195645,0.10618109231019196,0,4.66651163892,82.852828286
772,0.3637769065244187,0.08500059192612762,0.0,0.22151964846551855,0.26186347630090273,0.06783937678303238,0,4.18946792877,50.0146560668
776,0.2012224138611425,0.31987037677552943,0.0,0.40092435472751037,0.035035876198678234,0.04294697843713947,0,12.1314099962,38.0962798686
